place,mag
"Brawley, CA",1.36
south of the Fiji Islands,4.6
"Pala, CA",1.44
"Pedro Bay, Alaska",2.1
"Pedro Bay, Alaska",-0.69
"Milford, Utah",-0.71
"Petersville, Alaska",2.8
"Ridgeway, Alaska",1.9
"Ocotillo Wells, CA",1.27
"Kuril’sk, Russia",4.5
"Pāhala, Hawaii",1.80999994
"Reno, Nevada",0.7
"Amboy, Washington",0.07
"Petersville, Alaska",1.3
"Geysers, CA",0.44
"Sitka, Alaska",0.63
"Ninilchik, Alaska",1.7
"Arctic Village, Alaska",1.3
"Geysers, CA",1.26
"Toms Place, CA",0.27
"Smiley, Texas",2.0
"Pāhala, Hawaii",2.22000003
"Stevens Village, Alaska",1.0
"Reno, Nevada",-0.1
"Pāhala, Hawaii",1.75999999
"Susitna, Alaska",1.6
"Pedro Bay, Alaska",2.3
"Smiley, Texas",3.1
"Warner Springs, CA",0.32
"Toyah, Texas",1.7
"Puerto El Triunfo, El Salvador",4.4
"Glacier View, Alaska",1.3
"Idyllwild, CA",0.73
"Whites City, New Mexico",2.3
"Wofford Heights, CA",1.36
"Reno, Nevada",0.2
"Reno, Nevada",0.8
"Cobb, CA",1.05
"Longyearbyen, Svalbard and Jan Mayen",4.6
"Toyah, Texas",1.9
"Foster, Oklahoma",0.96
"Geysers, CA",0.7
"Lake Henshaw, CA",1.31
"Lake Henshaw, CA",0.48
"Toyah, Texas",2.4
"Akhiok, Alaska",3.6
"Petersville, Alaska",1.6
"Searles Valley, CA",1.25
"Indian Springs, Nevada",0.0
"Reno, Nevada",0.3
"Big Pine, California",1.5
"Petersville, Alaska",1.4
"Denali National Park, Alaska",1.1
"Ollagüe, Chile",4.4
"Denali National Park, Alaska",1.4
"Smiley, Texas",2.1
"Tyonek, Alaska",1.7
"Indian Springs, Nevada",0.2
"Tyonek, Alaska",1.6
"Pāhala, Hawaii",2.01999998
"Guayanilla, Puerto Rico",2.1
"Geysers, CA",0.65
"Olancha, CA",1.1
"Pedro Bay, Alaska",2.1
"Morton, Washington",0.4
"Lima, Montana",1.23
"Petersville, Alaska",1.4
south of the Fiji Islands,4.6
"Cold Bay, Alaska",2.0
"Cobb, CA",0.7
"Denali National Park, Alaska",1.5
"Beluga, Alaska",1.4
"Karluk, Alaska",0.36
"Taltal, Chile",4.3
"Susitna North, Alaska",1.3
"Cianjur, Indonesia",4.1
"Anchor Point, Alaska",1.6
South Sandwich Islands region,4.4
"Lowell Point, Alaska",1.8
"Pāhala, Hawaii",2.22
"Pāhala, Hawaii",2.39
"Anchor Point, Alaska",1.7
"Petersville, Alaska",1.6
"Saipan, Northern Mariana Islands",4.7
"Valdez, Alaska",1.6
"Panaca, Nevada",1.0
"Geysers, CA",0.51
"Cobb, CA",0.77
"Petersville, Alaska",1.5
"Coto Norte, Puerto Rico",3.22
"Whites City, New Mexico",1.7
"Nabesna, Alaska",1.1
"Idyllwild, CA",0.72
"Cobb, CA",1.02
"Pedro Bay, Alaska",2.1
"Denali National Park, Alaska",1.1
"Notre-Dame-du-Mont-Carmel, Canada",2.2
"Angoram, Papua New Guinea",4.2
"Geysers, CA",0.38
"Adak, Alaska",1.42
"Adak, Alaska",0.98
"Cantwell, Alaska",1.1
"Alum Rock, CA",1.12
"Karluk, Alaska",-0.67
"Yorba Linda, CA",1.16
"Whites City, New Mexico",1.9
"Vanimo, Papua New Guinea",4.2
"Levuka, Fiji",4.4
"Geysers, CA",0.79
"Yakutat, Alaska",1.4
"Morton, Washington",0.29
"Petersville, Alaska",1.4
"Petersville, Alaska",1.4
"Morongo Valley, CA",0.75
"Anza, CA",0.29
"Asan-Maina Village, Guam",4.2
"King Cove, Alaska",0.0
"Petersville, Alaska",1.1
"Princeton, Canada",1.82
"Central, Alaska",1.2
"Susitna, Alaska",1.6
"Pedro Bay, Alaska",-0.7
"Ocotillo Wells, CA",1.89
"Smiley, Texas",2.2
"Reno, Nevada",0.2
"Shungnak, Alaska",1.0
"Yakutat, Alaska",1.2
"Volcano, Hawaii",1.73
"Yauco, Puerto Rico",2.56
"McCarthy, Alaska",1.6
"Lincoln, Montana",1.34
"False Pass, Alaska",2.6
"Pāhala, Hawaii",2.25
"Toyah, Texas",1.3
"Beluga, Alaska",1.6
"Old Harbor, Alaska",2.0
"Adak, Alaska",1.9
"Beaumont, CA",1.19
"Adak, Alaska",1.9
"Two Rivers, Alaska",0.9
"Geysers, CA",0.44
"Idyllwild, CA",0.04
"Idyllwild, CA",0.63
"Coso Junction, CA",1.72
"Idyllwild, CA",0.88
"Reno, Nevada",-0.3
"Idyllwild, CA",0.82
"Geysers, CA",0.45
"Idyllwild, CA",2.52
"Idyllwild, CA",0.76
"Idyllwild, CA",0.47
"Boonville, CA",2.78
"Geysers, CA",0.25
"Hamilton, Washington",1.35
"Geysers, CA",0.97
"Karluk, Alaska",-0.38
"Toyah, Texas",1.7
"Lake View Terrace, CA",0.9
"Kobuk, Alaska",1.4
"Colton, CA",1.87
"Trapper Creek, Alaska",1.0
"Chase, Alaska",1.4
"Reno, Nevada",1.1
"La Parguera, Puerto Rico",3.02
"Segundo, Colorado",1.0
"Geysers, CA",1.02
Kermadec Islands region,4.1
"Merizo Village, Guam",4.6
"Sunland, CA",0.81
"Milford, Utah",-0.04
"Antofagasta, Chile",4.0
"Nanwalek, Alaska",2.0
"Kaktovik, Alaska",2.9
"Ninilchik, Alaska",1.9
"Petersville, Alaska",1.4
"Beatty, Nevada",0.7
"Amboy, Washington",-0.1
"Willow, Alaska",1.6
"Twisp, Washington",0.94
"Milford, Utah",-0.08
"Akureyri, Iceland",4.4
"Twisp, Washington",1.73
"Nikolski, Alaska",2.0
"Pāhala, Hawaii",1.98000002
"Delta, B.C., MX",2.24
"Delta, B.C., MX",2.04
"Clam Gulch, Alaska",1.5
"Delta, B.C., MX",2.26
"Geysers, CA",0.75
"Delta, B.C., MX",2.44
"Ninilchik, Alaska",1.9
"Geysers, CA",1.2
"Cobb, CA",0.5
"Volcano, Hawaii",1.86000001
"Geysers, CA",0.91
"Hakkâri, Turkey",4.4
south of the Fiji Islands,4.6
"Atka, Alaska",3.1
"Gonzales, Texas",1.9
"Pāhala, Hawaii",2.06
"Volcano, Hawaii",0.4
"Mati, Philippines",4.6
"Geysers, CA",1.1
"Volcano, Hawaii",1.7
"Valdez, Alaska",2.1
"Pāhala, Hawaii",1.73000002
"Honoka‘a, Hawaii",1.81
"Kivalina, Alaska",2.1
Prince Edward Islands region,4.4
"Çukurca, Turkey",4.4
"Kivalina, Alaska",2.2
"Dhulikhel, Nepal",4.7
"Bennington, Kansas",3.4
"Volcano, Hawaii",1.84000003
"Cantwell, Alaska",3.4
"Atka, Alaska",2.0
"Pāhala, Hawaii",1.44
"Houston, Alaska",1.2
"Toyah, Texas",0.2
"Balmorhea, Texas",1.6
"Guánica, Puerto Rico",2.42
"Nikolski, Alaska",2.0
"Moreno Valley, CA",1.01
"Geysers, CA",0.74
"Tehachapi, CA",0.9
"Geysers, CA",1.05
"Paxson, Alaska",1.1
"Susitna, Alaska",1.5
"Tyonek, Alaska",0.71
"Tyonek, Alaska",0.25
"Geysers, CA",0.36
"Dutch Harbor, Alaska",0.17
"False Pass, Alaska",1.74
"Tobelo, Indonesia",4.9
"Cobb, CA",1.1
"Reno, Nevada",0.8
southwest of Africa,5.3
"Toyah, Texas",1.8
"Denali Park, Alaska",2.3
"Mentone, Texas",1.7
"Guánica, Puerto Rico",2.22
"Pala, CA",1.15
"Cobb, CA",0.96
"Segundo, Colorado",0.8
"Anchor Point, Alaska",1.8
"Orocovis, Puerto Rico",2.57
"Adak, Alaska",2.0
"Tatsugō, Japan",4.8
"Volcano, Hawaii",1.87
"King City, CA",1.92
"Baiyin, China",5.3
"Pāhala, Hawaii",1.77999997
"Indian Springs, Nevada",0.3
"Volcano, Hawaii",2.38
"Royal City, Washington",1.41
"Reno, Nevada",0.8
"King Salmon, Alaska",2.5
"Guánica, Puerto Rico",2.21
"Idyllwild, CA",1.07
"Reno, Nevada",0.8
"Volcano, Hawaii",0.37
"Sumedang Utara, Indonesia",4.8
"Akutan, Alaska",3.1
"Sitka, Alaska",-0.07
"Volcano, Hawaii",1.51
"Geysers, CA",1.24
"Sand Point, Alaska",2.9
"Cantwell, Alaska",1.3
"Stanley, Idaho",1.48
"Halfway, Oregon",2.0
"Kokhanok, Alaska",2.1
"West Yellowstone, Montana",0.59
"Banning, CA",1.21
"Luquillo, Puerto Rico",3.45
"Koloni, Cyprus",3.6
"Big Bear Lake, CA",1.63
"Skwentna, Alaska",1.6
"Petropavlovsk-Kamchatsky, Russia",4.3
"Volcano, Hawaii",0.46
"Atka, Alaska",3.8
"Petersville, Alaska",1.5
"Sitka, Alaska",0.82
"Reno, Nevada",0.7
"Cobb, CA",1.0
"King Cove, Alaska",2.0
"Sainte-Marie, Martinique",4.7
"Toyah, Texas",1.8
"Adak, Alaska",2.4
"Cobb, CA",0.84
"Pala, CA",0.98
"Buffalo Soapstone, Alaska",0.9
"Adak, Alaska",-0.24
"Tyonek, Alaska",1.8
"Indios, Puerto Rico",3.05
"Reno, Nevada",0.7
"Reno, Nevada",0.9
"Anchor Point, Alaska",2.5
"Volcano, Hawaii",2.73
"Fox River, Alaska",2.6
"Tobelo, Indonesia",4.5
"Isangel, Vanuatu",4.4
"Pala, CA",2.41
"Deering, Alaska",1.9
"Adak, Alaska",0.44
"Reno, Nevada",0.1
"Cooper Landing, Alaska",1.4
"Reno, Nevada",0.3
"Whites City, New Mexico",1.7
"Geysers, CA",0.76
"Meadow Lakes, Alaska",1.0
"Reno, Nevada",0.9
"Reno, Nevada",0.5
"Denali National Park, Alaska",1.3
"Glacier View, Alaska",1.1
"Reno, Nevada",1.0
"Adak, Alaska",3.0
"Reno, Nevada",1.0
"Reno, Nevada",0.8
"Big Lake, Alaska",1.4
"Reno, Nevada",1.1
"Volcano, Hawaii",2.89
"Reno, Nevada",0.7
"Reno, Nevada",-0.4
"Volcano, Hawaii",1.9
"Marihatag, Philippines",4.2
"Marston, Missouri",1.3
"Denali Park, Alaska",1.0
"Reno, Nevada",1.0
"Anderson, Alaska",0.8
"Adak, Alaska",0.48
"Banning, CA",0.89
"Reno, Nevada",0.9
"Denali National Park, Alaska",1.4
"Chelan, Washington",0.26
"Whites City, New Mexico",2.3
"Adak, Alaska",0.56
"Reno, Nevada",0.3
"Cobb, CA",1.05
"Toyah, Texas",1.5
"Shungnak, Alaska",1.3
"Reno, Nevada",0.8
"Adak, Alaska",2.1
"Beaver, Alaska",0.9
"Geysers, CA",0.72
"Reno, Nevada",0.9
"Ocotillo Wells, CA",1.76
"Honoka‘a, Hawaii",2.44
"Reno, Nevada",0.5
"Ocotillo Wells, CA",1.18
"Reno, Nevada",0.3
"Sandy Ground Village, Anguilla",3.7
"Sumedang Utara, Indonesia",4.1
"Isabela, Puerto Rico",3.02
"Reno, Nevada",-0.2
"Reno, Nevada",1.1
"Reno, Nevada",-0.2
"Big Bear Lake, CA",0.88
"Cantwell, Alaska",1.9
"Reno, Nevada",0.9
"Reno, Nevada",0.9
"Reno, Nevada",0.4
"Adak, Alaska",2.4
"Dry Creek, Alaska",1.2
"Cobb, CA",0.23
"Badger, Alaska",1.5
"Cobb, CA",0.7
"Willow, Alaska",1.6
"Chignik, Alaska",2.5
"Larsen Bay, Alaska",1.8
"Chignik, Alaska",2.4
"Reno, Nevada",0.5
"Reno, Nevada",0.6
"Kenai, Alaska",1.4
"Reno, Nevada",1.7
"Loma Linda, CA",1.2
"Reno, Nevada",1.8
"Volcano, Hawaii",2.56
"Reno, Nevada",1.2
"Eureka Roadhouse, Alaska",1.2
"Nikiski, Alaska",2.0
"Reno, Nevada",1.6
"Reno, Nevada",1.6
"Reno, Nevada",1.9
"Mentone, Texas",1.7
"Whites City, New Mexico",0.9
"Guanyin, China",4.1
"Reno, Nevada",0.9
"Reno, Nevada",0.8
"Reno, Nevada",1.0
"Chignik, Alaska",2.3
"Geysers, CA",1.04
"Anderson Springs, CA",1.16
"Skwentna, Alaska",1.5
"Volcano, Hawaii",1.72
"Reno, Nevada",1.0
"Mentone, Texas",1.6
"Mammoth Lakes, CA",0.66
"Denali National Park, Alaska",0.9
"Reno, Nevada",0.2
"Cobb, CA",0.44
"Reno, Nevada",1.9
"Cobb, CA",1.1
"Amboy, Washington",0.17
"Denali National Park, Alaska",1.2
"Moapa Town, Nevada",1.6
"Mentone, Texas",1.7
"Chiniak, Alaska",3.6
"Anchor Point, Alaska",1.7
"King Cove, Alaska",2.6
"Yakutat, Alaska",1.7
"Karluk, Alaska",-0.24
"Singaparna, Indonesia",4.6
"Mentone, Texas",2.5
"Reno, Nevada",1.1
"Susitna North, Alaska",2.0
"Deering, Alaska",1.7
"Reno, Nevada",0.7
"Nikolski, Alaska",2.3
"Shungnak, Alaska",1.3
"Pearsall, Texas",2.1
"Chickaloon, Alaska",0.8
"Kuril’sk, Russia",4.3
"Shungnak, Alaska",1.6
"Lincoln, Montana",1.19
"Reno, Nevada",0.8
"Geysers, CA",0.33
"Karluk, Alaska",-0.47
"Reno, Nevada",0.8
"Karluk, Alaska",-0.46
"Karluk, Alaska",0.27
"Cooper Landing, Alaska",1.2
"Bradbury, CA",1.62
"Karluk, Alaska",0.59
South Sandwich Islands region,5.1
"Kaktovik, Alaska",1.6
"Karluk, Alaska",1.9
"Soledad, CA",0.87
"Volcano, Hawaii",2.83
"Cohoe, Alaska",1.4
"Cobb, CA",0.77
"Waynoka, Oklahoma",0.6
"Ridgemark, CA",0.57
"Valdez, Alaska",1.3
"Cobb, CA",0.5
"Cortes, Philippines",4.4
"Adak, Alaska",0.67
"Challis, Idaho",1.25
"Pedro Bay, Alaska",1.8
"Cobb, CA",0.48
"Maug Islands region, Northern Mariana Islands",4.2
"Jefferson, Oklahoma",1.1
"Geysers, CA",0.73
"Panguitch, Utah",1.84
"Petersville, Alaska",1.4
"Geysers, CA",1.06
"Pāhala, Hawaii",1.85000002
"Pāhala, Hawaii",1.80999994
"Skwentna, Alaska",1.5
"El Moro, Colorado",0.3
"Adak, Alaska",2.0
"Valdez, Alaska",1.5
"Lytle Creek, CA",1.94
"Lytle Creek, CA",2.33
"Geysers, CA",0.76
"Sola, Vanuatu",4.1
"Tyonek, Alaska",1.3
"Cantwell, Alaska",1.1
"Nikolaevsk, Alaska",1.5
"Indios, Puerto Rico",2.31
"Punta Cana, Dominican Republic",3.41
"Bingtuan Sanshiliu Tuan, China",4.3
"Ponce, Puerto Rico",2.32
"Estique, Peru",4.3
"Maug Islands region, Northern Mariana Islands",4.4
"Weston, Colorado",0.5
"Petersville, Alaska",1.1
"Mammoth Lakes, CA",0.48
"Pedro Bay, Alaska",2.1
"Indian Springs, Nevada",0.1
"Tatitlek, Alaska",1.7
"Mentone, Texas",1.8
"Sand Point, Alaska",2.1
"Cantwell, Alaska",1.0
"Ugashik, Alaska",2.7
"Banning, CA",0.93
"Marihatag, Philippines",4.2
"Stevens Village, Alaska",0.8
"Toyah, Texas",1.8
"Kimbe, Papua New Guinea",4.4
"Arctic Village, Alaska",2.0
"Cantwell, Alaska",1.2
"Nanwalek, Alaska",1.8
"Anza, CA",0.33
"Geysers, CA",-0.08
"Skwentna, Alaska",1.4
"Borrego Springs, CA",1.03
"Aras-asan, Philippines",4.4
"Solvang, CA",2.27
"Tyonek, Alaska",1.4
"Dicabisagan, Philippines",4.3
"Happy Valley, Alaska",1.3
"Otrada, Russia",4.2
"Point Sur, CA",0.98
"Spanish Springs, Nevada",0.3
"Fox, Alaska",1.1
"Petersville, Alaska",1.7
"Cobb, CA",0.46
"Cobb, CA",1.39
"Nanwalek, Alaska",1.4
"Kuril’sk, Russia",4.4
"McCarthy, Alaska",1.5
"Sand Point, Alaska",2.3
"Bradbury, CA",1.63
"Segundo, Colorado",0.8
"Volcano, Hawaii",2.19
"Borrego Springs, CA",1.15
"Borrego Springs, CA",0.66
"Borrego Springs, CA",1.74
"Borrego Springs, CA",1.05
"Aguanga, CA",0.77
central East Pacific Rise,4.6
"Joshua Tree, CA",0.96
"Shungnak, Alaska",1.1
"Cobb, CA",0.7
"Nikolski, Alaska",0.17
"Reno, Nevada",-0.4
"Pa‘auilo, Hawaii",2.13
"Erin Springs, Oklahoma",1.04
"Mossyrock, Washington",0.88
"Geysers, CA",1.1
"Willits, CA",2.38
"Anza, CA",0.78
"Mentone, Texas",1.6
"Segundo, Colorado",0.7
"Noda, Japan",4.4
south of the Fiji Islands,4.3
"Pedro Bay, Alaska",3.4
"Nikiski, Alaska",1.5
"Saipan, Northern Mariana Islands",4.2
"Petersville, Alaska",1.3
"Lae, Papua New Guinea",4.8
"Pāhala, Hawaii",2.63
"Mammoth Lakes, CA",0.26
"Princeton, Canada",2.18
"Dutch Harbor, Alaska",0.3
"Mentone, Texas",2.1
"Johannesburg, CA",1.5
"Mentone, Texas",2.9
"Pagan region, Northern Mariana Islands",4.1
"Cantwell, Alaska",1.1
"Geysers, CA",1.08
"Mentone, Texas",3.2
"Knik, Alaska",1.2
"Happy Valley, Alaska",1.1
"Cobb, CA",0.55
"Adak, Alaska",0.16
"Soldotna, Alaska",1.3
South Sandwich Islands region,4.3
"Kelly, Wyoming",1.83
"Guánica, Puerto Rico",2.23
"Petersville, Alaska",1.3
"Rat Islands, Aleutian Islands, Alaska",3.8
"Cobb, CA",0.4
"Lake Minchumina, Alaska",1.9
"Željezno Polje, Bosnia and Herzegovina",4.7
"McCarthy, Alaska",1.5
"Petersville, Alaska",1.4
"Pedro Bay, Alaska",1.6
"Volcano, Hawaii",2.67
"Toyah, Texas",1.9
"Toyah, Texas",3.5
"Reno, Nevada",0.3
"Toyah, Texas",1.7
"Toyah, Texas",1.6
"Amboy, Washington",0.11
"Amboy, Washington",0.59
"Mentone, Texas",1.7
"Castaic, CA",1.4
"Malango, Solomon Islands",4.6
"Amboy, Washington",0.55
"Mentone, Texas",2.4
"Mentone, Texas",1.6
"Reno, Nevada",0.9
"Toyah, Texas",1.8
"Cobb, CA",1.09
"Cobb, CA",0.79
"Cobb, CA",0.75
"Toyah, Texas",2.4
"Cobb, CA",1.08
"Toyah, Texas",2.5
Fiji region,4.5
"Cobb, CA",1.03
"Mentone, Texas",1.5
"Toyah, Texas",2.4
"Happy Valley, Alaska",2.0
"Toyah, Texas",2.6
"Abepura, Indonesia",4.5
"Mentone, Texas",3.9
"Volcano, Hawaii",2.05
"Mecca, CA",1.14
"Barcelona, Philippines",4.3
"Pāhala, Hawaii",2.26
"Volcano, Hawaii",2.26
"Volcano, Hawaii",2.18
"Beluga, Alaska",1.6
"Tres Pinos, CA",1.36
"Lincoln, Montana",0.97
"Denali National Park, Alaska",1.3
"Reno, Nevada",0.9
"Mentone, Texas",1.8
"Denali National Park, Alaska",1.9
"Mentone, Texas",2.1
"Indios, Puerto Rico",2.7
"Spanish Springs, Nevada",0.1
"Pāhala, Hawaii",1.85000002
"Mentone, Texas",2.3
"Mentone, Texas",3.1
"Mentone, Texas",2.0
South Sandwich Islands region,4.6
"Kokopo, Papua New Guinea",4.7
"Denali National Park, Alaska",1.3
South Sandwich Islands region,4.6
"Salamatof, Alaska",-0.49
"Salamatof, Alaska",-0.47
"Amboy, Washington",0.34
"Mentone, Texas",3.3
"Puerto El Triunfo, El Salvador",4.5
"Toyah, Texas",2.3
"Volcano, Hawaii",2.03
"Reno, Nevada",1.0
"Geysers, CA",0.75
"Denali National Park, Alaska",1.9
"Geysers, CA",0.89
"Indian Springs, Nevada",0.5
"Volcano, Hawaii",1.72
"Ninilchik, Alaska",0.35
"Sand Point, Alaska",3.3
"Pony, Montana",1.93
"Volcano, Hawaii",2.13000011
"Deering, Alaska",2.5
"Borrego Springs, CA",1.38
"Markleeville, California",1.6
"Hope, Alaska",1.6
"Volcano, Hawaii",2.16
"Volcano, Hawaii",2.88
"Volcano, Hawaii",0.57
"Volcano, Hawaii",1.91999996
"Abepura, Indonesia",6.3
"Petersville, Alaska",1.4
"Cobb, CA",0.4
"Skwentna, Alaska",1.3
"Twin Bridges, Montana",1.06
"Cantwell, Alaska",1.2
"Reno, Nevada",0.7
"Reno, Nevada",0.7
"Pāhala, Hawaii",1.95000005
"Volcano, Hawaii",2.09
"Sun Valley, Nevada",0.1
"Geysers, CA",1.06
"Unalaska, Alaska",0.11
"Ocotillo Wells, CA",2.31
"Hanna, Oklahoma",1.35
"Dover, Oklahoma",1.23
"Dover, Oklahoma",2.1
"Geysers, CA",1.09
"Volcano, Hawaii",1.80999994
"Point Possession, Alaska",1.9
"Hihifo, Tonga",5.2
"Lake Henshaw, CA",1.49
"Chase, Alaska",1.8
"Mecca, CA",0.99
"Valdez, Alaska",1.4
"Reno, Nevada",0.7
"Adak, Alaska",2.2
"Volcano, Hawaii",2.07
"Mecca, CA",2.29
"Cobb, CA",0.73
"Cobb, CA",0.67
"Hope, Alaska",1.2
"Skwentna, Alaska",1.6
"Petropavlovsk-Kamchatsky, Russia",4.2
"Toyah, Texas",1.7
"Valdez, Alaska",2.5
"Panguna, Papua New Guinea",5.3
"Karluk, Alaska",0.44
"Puerto El Triunfo, El Salvador",4.6
"Lata, Solomon Islands",5.0
"Tyonek, Alaska",2.0
"Petersville, Alaska",1.4
"Seven Trees, CA",1.39
"Borrego Springs, CA",1.01
"Mossyrock, Washington",1.29
"Geysers, CA",0.91
"Volcano, Hawaii",1.7
"Volcano, Hawaii",1.72
"Geysers, CA",1.11
"Volcano, Hawaii",2.22
"Luganville, Vanuatu",4.4
"Indian Springs, Nevada",0.4
"Doğanyol, Turkey",4.2
"Pedro Bay, Alaska",-0.81
"Reno, Nevada",0.3
"Reno, Nevada",0.5
"Cobb, CA",0.88
"Reno, Nevada",0.1
"Indian Springs, Nevada",0.1
"Pāhala, Hawaii",2.41
"Baa, Indonesia",4.2
"Gustine, CA",1.58
"Stanley, Idaho",2.36
"Adak, Alaska",3.0
"Lincoln, Montana",1.21
"Searles Valley, CA",1.09
"Volcano, Hawaii",1.73000002
"Reno, Nevada",0.3
"Reno, Nevada",-0.3
"Reno, Nevada",1.1
"Chenega, Alaska",1.4
"Volcano, Hawaii",1.74000001
"Lincoln, Montana",0.88
"Volcano, Hawaii",2.13
"Seldovia, Alaska",1.3
"Volcano, Hawaii",1.72000003
"Ninilchik, Alaska",2.2
"Beluga, Alaska",1.6
"Yakutat, Alaska",1.4
"Volcano, Hawaii",1.94
"Volcano, Hawaii",1.98
"Volcano, Hawaii",2.08
"Glacier View, Alaska",1.8
"Cobb, CA",1.12
"Volcano, Hawaii",1.91
"Geysers, CA",1.05
"Geysers, CA",1.97
"Cactus, Texas",2.2
"Happy Valley, Alaska",1.5
"Guánica, Puerto Rico",2.04
"Volcano, Hawaii",1.71000004
"Reno, Nevada",0.9
"Paxson, Alaska",1.1
"Toyah, Texas",1.7
"Cohoe, Alaska",1.1
"Whites City, New Mexico",2.3
"Karluk, Alaska",-0.21
"Geysers, CA",0.92
"Banning, CA",0.85
"Mosquito Lake, Alaska",1.9
"Reno, Nevada",0.4
"Indian Springs, Nevada",0.0
"Silanga, Philippines",4.5
"Ugashik, Alaska",2.2
"Volcano, Hawaii",1.99
"Hennessey, Oklahoma",0.99
"Trenggalek, Indonesia",4.2
"Ocotillo Wells, CA",0.87
"Geysers, CA",1.18
"Volcano, Hawaii",1.88
"Amboy, Washington",0.36
"Pāhala, Hawaii",2.11999989
"Elgin, South Carolina",2.14
"Volcano, Hawaii",1.94
"Volcano, Hawaii",1.88
"Reno, Nevada",0.6
"Morongo Valley, CA",0.74
"Ridgeway, Alaska",1.2
"Reno, Nevada",0.9
"King Cove, Alaska",2.6
"Volcano, Hawaii",0.64
south of the Fiji Islands,4.1
"Glacier View, Alaska",1.4
"Volcano, Hawaii",0.56
"Volcano, Hawaii",1.01
"Creston, Canada",2.1
"Nenana, Alaska",1.1
"Volcano, Hawaii",0.56
"Volcano, Hawaii",1.93
"Volcano, Hawaii",1.93
"Geysers, CA",0.76
"Hawaiian Paradise Park, Hawaii",1.75
"Honomu, Hawaii",2.25
"Notre-Dame-du-Mont-Carmel, Canada",3.2
"Valdez, Alaska",1.4
"Volcano, Hawaii",1.22
"Bradbury, CA",1.31
"Volcano, Hawaii",2.00999999
"Volcano, Hawaii",1.82
"Petersville, Alaska",1.7
"Volcano, Hawaii",2.02
"Volcano, Hawaii",1.78
"Hennessey, Oklahoma",1.09
"Candelaria, Argentina",4.3
"Volcano, Hawaii",1.86
"Anchor Point, Alaska",1.4
"Culebra, Puerto Rico",3.4
"Chenega, Alaska",1.7
"Culebra, Puerto Rico",3.33
"Volcano, Hawaii",2.61
"Volcano, Hawaii",0.51
"Luquillo, Puerto Rico",3.72
"Hermleigh, Texas",2.0
"Petersville, Alaska",1.0
"Karluk, Alaska",0.27
"False Pass, Alaska",1.07
"Akutan, Alaska",3.5
"Volcano, Hawaii",1.99
"Cobb, CA",0.71
"Pāhala, Hawaii",2.71
"Geysers, CA",0.76
"McCarthy, Alaska",1.1
"Ninilchik, Alaska",1.4
"Searles Valley, CA",3.42
"Sabana Eneas, Puerto Rico",2.15
"Geysers, CA",0.72
"Volcano, Hawaii",2.57
"Volcano, Hawaii",1.44
"Beaver, Alaska",1.2
"Volcano, Hawaii",2.29
"Volcano, Hawaii",2.22
"Saipan, Northern Mariana Islands",4.2
"Frazier Park, CA",1.4
"Cobb, CA",0.36
"Volcano, Hawaii",0.85
"Volcano, Hawaii",0.43
"Anchor Point, Alaska",1.8
"Volcano, Hawaii",0.61
"Toyah, Texas",1.7
"Volcano, Hawaii",2.05
"La Tirana, Chile",4.3
"Weston, Colorado",1.2
"Nanwalek, Alaska",1.6
"Volcano, Hawaii",0.56
"Volcano, Hawaii",2.04
"Volcano, Hawaii",0.66
"Volcano, Hawaii",2.22
"Nikiski, Alaska",2.2
"Hihifo, Tonga",4.5
"Anchorage, Alaska",1.1
"Petersville, Alaska",1.5
"Izu Islands, Japan region",4.3
"Lake Marcel-Stillwater, Washington",0.56
"Volcano, Hawaii",1.77
"Volcano, Hawaii",0.68
"Denali National Park, Alaska",1.3
"Luganville, Vanuatu",4.7
"Volcano, Hawaii",2.51
"Volcano, Hawaii",1.12
"Ninilchik, Alaska",1.5
"Indian Springs, Nevada",0.2
"Cobb, CA",-0.36
"Kobuk, Alaska",1.2
"Yakutat, Alaska",1.6
South Sandwich Islands region,5.3
"Reno, Nevada",-0.2
"Adak, Alaska",0.69
"Whites City, New Mexico",1.5
"Chignik, Alaska",3.4
"Cobb, CA",-0.01
"Shimukappu, Japan",4.5
"Denali Park, Alaska",1.3
"Kalaoa, Hawaii",1.84
"Volcano, Hawaii",2.03
"Volcano, Hawaii",1.99000001
"Fef, Indonesia",4.2
"Volcano, Hawaii",1.95000005
"Geysers, CA",1.11
"Volcano, Hawaii",1.89
"Fredonia, Arizona",1.89
"Atka, Alaska",2.1
"Mammoth Lakes, CA",0.9
"Volcano, Hawaii",1.94
"Sutton-Alpine, Alaska",1.8
"Scofield, Utah",1.22
"Volcano, Hawaii",2.29
"Perryville, Alaska",2.4
"Karluk, Alaska",0.12
"Reno, Nevada",0.9
"Reno, Nevada",1.0
"Reno, Nevada",1.2
"Liborio Negron Torres, Puerto Rico",2.34
off the west coast of northern Sumatra,5.7
"Fox River, Alaska",1.4
"Volcano, Hawaii",1.89
"Bonin Islands, Japan region",4.5
"Volcano, Hawaii",2.46
"Volcano, Hawaii",2.1400001
"Volcano, Hawaii",1.73000002
"Corozal, Puerto Rico",3.0
"Clinton, Washington",1.56
"Kenny Lake, Alaska",1.4
"Harrison, Montana",0.71
"Geysers, CA",1.08
"Geysers, CA",0.77
"Whites City, New Mexico",0.5
"Sand Point, Alaska",2.5
"Denali National Park, Alaska",1.1
"Beatty, Nevada",-0.1
